v1,market_ids,firm_ids,shares,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,supply_instruments0,supply_instruments1,supply_instruments2,supply_instruments3,supply_instruments4,supply_instruments5,prices,deliverytime,rating,hourlywages
49,1,5,.0081858071763272,2.191409766487309,10.94158864416239,1.232858604566641,10.01178384827823,.6204911660151567,2.033944632675384,12.94015905619114,2.191409766487309,10.94158864416239,1.232858604566641,10.01178384827823,4.155289546037011,.466495668840453,1.531246231901328,.6204911660151567
50,2,0,.0153000433823385,1.315860117921266,10.63264350489647,2.341976833491072,10.85692081663851,.2519111905997575,2.018993942765376,8.860559115541214,1.315860117921266,10.63264350489647,2.341976833491072,10.85692081663851,2.546978368541181,,1.6910455696305,.2519111905997575
51,2,0,.0105810989873937,1.228574653112905,10.63264350489647,2.72808970194745,10.85692081663851,.7858019938831069,1.485103139482027,8.860559115541214,1.228574653112905,10.63264350489647,2.72808970194745,10.85692081663851,3.785093473424354,.1193115584549099,1.8452826852513,.7858019938831069
52,2,0,.019129094236527,1.323062740876167,10.63264350489647,2.596477239226195,10.85692081663851,.3545814036160916,1.916323729749042,8.860559115541214,1.323062740876167,10.63264350489647,2.596477239226195,10.85692081663851,2.712471619380242,.2509240211761649,1.678909364713522,.3545814036160916
53,2,0,.0176160159678941,1.826279313010552,10.63264350489647,1.850161587812028,10.85692081663851,.5101990845492239,1.76070604881591,8.860559115541214,1.826279313010552,10.63264350489647,1.850161587812028,10.85692081663851,1.326992108604663,.9972396725903323,1.015039799237759,.5101990845492239
54,2,0,.0502975204447203,1.671051718308121,10.63264350489647,1.872899679132695,10.85692081663851,.368411460716954,1.90249367264818,8.860559115541214,1.671051718308121,10.63264350489647,1.872899679132695,10.85692081663851,1.132071185394717,.9745015812696651,1.18548908275209,.368411460716954
55,2,1,.0017729081714753,.8464441671150525,11.55268337265109,1.328487902216449,11.48141252970838,.9877574576784275,1.033559434185778,9.110147357042143,.8464441671150525,11.55268337265109,1.328487902216449,11.48141252970838,4.045017941262254,,1.077585727092392,.9877574576784275
56,2,1,.0479090809473703,.6321665298901881,11.55268337265109,1.732473392650909,11.48141252970838,.0113568551611268,2.009960036703079,9.110147357042143,.6321665298901881,11.55268337265109,1.732473392650909,11.48141252970838,1.612533941853887,.4904361546815774,1.335092714043442,.0113568551611268
57,2,1,.0146471945601911,.6020225436072664,11.55268337265109,1.490970409248389,11.48141252970838,.2655534518094722,1.755763440054734,9.110147357042143,.6020225436072664,11.55268337265109,1.490970409248389,11.48141252970838,2.612141493957098,.7319391380840978,1.375950444161859,.2655534518094722
58,2,1,.0054300924082716,.6828685635453822,11.55268337265109,2.116796937881714,11.48141252970838,.7566491272151794,1.264667764649026,9.110147357042143,.6828685635453822,11.55268337265109,2.116796937881714,11.48141252970838,4.002674056951538,.1061126094507735,1.269088218584727,.7566491272151794
59,2,2,.010883560878842,.9524183287572372,10.61961210692786,1.8491577912426,11.42820266332749,.6786941058855646,1.402452362392219,9.050317780628566,.9524183287572372,10.61961210692786,1.8491577912426,11.42820266332749,5.652507764135369,.4269616224707814,2.464084170069473,.6786941058855646
60,2,2,.0059334157340189,1.10782985114093,10.61961210692786,1.578792346856003,11.42820266332749,.6728514283185935,1.40829503995919,9.050317780628566,1.10782985114093,10.61961210692786,1.578792346856003,11.42820266332749,4.247369387440465,,2.109410833430674,.6728514283185935
61,2,2,.0172121336804197,1.84416220162669,10.61961210692786,1.96728351417879,11.42820266332749,.376440257658564,1.70470621061922,9.050317780628566,1.84416220162669,10.61961210692786,1.96728351417879,11.42820266332749,1.855729019434882,.3088358995345915,1.01012726932685,.376440257658564
62,2,2,.019980709417355,1.658305219802741,10.61961210692786,1.433124588862751,11.42820266332749,.3531606764150615,1.727985791862722,9.050317780628566,1.658305219802741,10.61961210692786,1.433124588862751,11.42820266332749,1.753054216406076,.84299482485063,1.216445782693317,.3531606764150615
63,2,3,.0211203181710701,1.586193129149023,9.939084996114254,.9525292681029676,11.95688827580534,.081976696804412,1.007681523617235,10.0418060284847,1.586193129149023,9.939084996114254,.9525292681029676,11.95688827580534,3.113659532258818,.7949045331325617,2.582021231914591,.081976696804412
64,2,3,.0082286587198776,1.987223795912242,9.939084996114254,1.46538555945641,11.95688827580534,.5862810431823258,.5033771772393214,10.0418060284847,1.987223795912242,9.939084996114254,1.46538555945641,11.95688827580534,4.168500186380937,.2820482417791192,1.728997651978223,.5862810431823258
65,2,3,.0125696897947796,2.019560362058906,9.939084996114254,1.703298776759965,11.95688827580534,.1738207918982131,.9158374285234341,10.0418060284847,2.019560362058906,9.939084996114254,1.703298776759965,11.95688827580534,3.919505509599928,,1.673982105811168,.1738207918982131
66,2,3,.0171699475545841,2.011319646648232,9.939084996114254,1.121087799387245,11.95688827580534,.2475796885366963,.8420785318849509,10.0418060284847,2.011319646648232,9.939084996114254,1.121087799387245,11.95688827580534,2.531118694026134,.6263460018482843,1.687833911955009,.2475796885366963
67,2,4,.0153410883610443,2.153524825590551,9.349656939764859,2.177746667249869,11.29240796388968,.1233415002800776,.7547626516955366,10.25336009693073,2.153524825590551,9.349656939764859,2.177746667249869,11.29240796388968,4.463359326679179,.2341674459013254,2.639709505605388,.1233415002800776
68,2,4,.0150839086092026,2.19010055643191,9.349656939764859,1.661864523356873,11.29240796388968,.165202711165767,.7129014408098472,10.25336009693073,2.19010055643191,9.349656939764859,1.661864523356873,11.29240796388968,2.972766264866995,.7500495897943221,2.544904550303825,.165202711165767
69,2,4,.0072990351822434,2.446775419498937,9.349656939764859,1.850815561135366,11.29240796388968,.4752268870678357,.4028772649077785,10.25336009693073,2.446775419498937,9.349656939764859,1.850815561135366,11.29240796388968,3.566307269741079,.5610985520158279,1.968788308011181,.4752268870678357
70,2,4,.0234049078069706,2.582180301295192,9.349656939764859,1.545315587711475,11.29240796388968,.1143330534619339,.7637710985136803,10.25336009693073,2.582180301295192,9.349656939764859,1.545315587711475,11.29240796388968,2.002591483412769,,1.719465350280741,.1143330534619339
71,2,5,.0061274298509127,1.41786584193594,10.27557228316408,2.123691649088732,11.50577813583495,.7486506004689507,2.041682782533015,8.341130865904384,1.41786584193594,10.27557228316408,2.123691649088732,11.50577813583495,5.036139675928381,.0748522921171867,2.1823723424819,.7486506004689507
72,2,5,.0117907953518557,1.936096166160333,10.27557228316408,1.754849536820186,11.50577813583495,.4127706391967972,2.377562743805168,8.341130865904384,1.936096166160333,10.27557228316408,1.754849536820186,11.50577813583495,2.921271379628917,.4436944043857322,1.299763326531953,.4127706391967972
73,2,5,.0054456121589023,1.480489646519159,10.27557228316408,1.341468918545759,11.50577813583495,.8454388622009178,1.944894520801047,8.341130865904384,1.480489646519159,10.27557228316408,1.341468918545759,11.50577813583495,3.96500764899816,.8570750226601594,2.049895284308416,.8454388622009178
74,2,5,.0073974392493964,1.760383418003496,10.27557228316408,1.375621719163078,11.50577813583495,.7834732811352993,2.006860101866666,8.341130865904384,1.760383418003496,10.27557228316408,1.375621719163078,11.50577813583495,2.814909671851047,.8229222220428402,1.549442113760884,.7834732811352993
75,3,0,.0036830098111295,2.113401800073838,10.85546968991438,1.69201870769039,9.527701815898483,.8955266072271324,1.97915221763204,8.351994978032836,2.113401800073838,10.85546968991438,1.69201870769039,9.527701815898483,4.098227982067574,,1.099796464828462,.8955266072271324
76,3,0,.0083462263782898,1.925470733417232,10.85546968991438,2.447576180804243,9.527701815898483,.715443085058673,2.159235739800499,8.351994978032836,1.925470733417232,10.85546968991438,2.447576180804243,9.527701815898483,4.063782913574091,.0780305396362705,1.32717974372766,.715443085058673
77,3,0,.0099230510023488,1.460358595442039,10.85546968991438,2.046922492032332,9.527701815898483,.6760769604854733,2.198601864373699,8.351994978032836,1.460358595442039,10.85546968991438,2.046922492032332,9.527701815898483,4.948157778724889,.4786842284081816,2.113125931595573,.6760769604854733
78,3,0,.0064536463414577,1.851031029347995,10.85546968991438,1.929827620424185,9.527701815898483,.5852130845738726,2.2894657402853,8.351994978032836,1.851031029347995,10.85546968991438,1.929827620424185,9.527701815898483,3.790896658654155,.5957791000163284,1.429744706535178,.5852130845738726
79,3,0,.046963699838091,1.483845564852936,10.85546968991438,1.986081880810905,9.527701815898483,.0024190875140208,2.872259737345151,8.351994978032836,1.483845564852936,10.85546968991438,1.986081880810905,9.527701815898483,2.189174114909379,.5395248396296091,2.064073311096372,.0024190875140208
80,3,1,.0129021486328554,2.076502916803101,10.4283261025821,2.006117149925556,10.03573473578622,.1628400311346057,1.266743932334568,9.797089839422835,2.076502916803101,10.4283261025821,2.006117149925556,10.03573473578622,3.780240574548565,,1.749215849146307,.1628400311346057
81,3,1,.0168382662209026,1.647063306391749,10.4283261025821,1.247934524094398,10.03573473578622,.4491896655544245,.9803942979147495,9.797089839422835,1.647063306391749,10.4283261025821,1.247934524094398,10.03573473578622,2.869820296083827,.7696392764583841,2.687488761624826,.4491896655544245
82,3,1,.0437101035741625,2.234714943493995,10.4283261025821,1.275275737380162,10.03573473578622,.054027241236777,1.375556722232397,9.797089839422835,2.234714943493995,10.4283261025821,1.275275737380162,10.03573473578622,1.603199167933812,.7422980631726199,1.493250928789123,.054027241236777
83,3,1,.0063953918571183,1.94873038765853,10.4283261025821,1.523393990258231,10.03573473578622,.7635270255433668,.6660569379258072,9.797089839422835,1.94873038765853,10.4283261025821,1.523393990258231,10.03573473578622,4.70439630198511,.4941798102945514,1.987624347675173,.7635270255433668
84,3,2,.0170489108945362,.9460720109689791,11.72074823501458,.731916377381772,11.17229019356842,.1005153128999339,1.195575740157728,9.930582749834347,.9460720109689791,11.72074823501458,.731916377381772,11.17229019356842,2.729154354148459,.1491019653888075,1.487618285164307,.1005153128999339
85,3,2,.0180713571194804,1.255064770470118,11.72074823501458,.7094814001293596,11.17229019356842,.3168726909330933,.979218362124569,9.930582749834347,1.255064770470118,11.72074823501458,.7094814001293596,11.17229019356842,3.157431536065523,,1.0921886460691,.3168726909330933
86,3,2,.0141369868657334,.4954411290584569,11.72074823501458,.8708296882447871,11.17229019356842,.1293040485305493,1.166787004527113,9.930582749834347,.4954411290584569,11.72074823501458,.8708296882447871,11.17229019356842,3.930673486923331,.0101886545257923,2.334522227337882,.1293040485305493
87,3,2,.0036342627257973,1.333167246552387,11.72074823501458,.3308275625558197,11.17229019356842,.7493990006940858,.5466920523635765,9.930582749834347,1.333167246552387,11.72074823501458,.3308275625558197,11.17229019356842,3.712601462469278,.5501907802147598,1.010132125001869,.7493990006940858
88,3,3,.0133782599884653,1.328480192976575,10.98171515783508,1.618817661796984,9.73186628142205,.1425235642078276,1.501559695929605,9.582590542754575,1.328480192976575,10.98171515783508,1.618817661796984,9.73186628142205,3.432134368597928,.7026245931199623,2.125062619381073,.1425235642078276
89,3,3,.0070151914004044,1.315135032980387,10.98171515783508,1.650375980329337,9.73186628142205,.8481625866170174,.7959206735204155,9.582590542754575,1.315135032980387,10.98171515783508,1.650375980329337,9.73186628142205,4.419359239860992,.6710662745876099,2.153611994323734,.8481625866170174
90,3,3,.0323064065963545,1.750756876334287,10.98171515783508,1.793934775539486,9.73186628142205,.1551086180910859,1.488974642046347,9.582590542754575,1.750756876334287,10.98171515783508,1.793934775539486,9.73186628142205,1.803838434799553,,1.393090397114072,.1551086180910859
91,3,3,.0084454102509657,1.852472286297205,10.98171515783508,1.901198347085033,9.73186628142205,.4982884912215019,1.145794768915931,9.582590542754575,1.852472286297205,10.98171515783508,1.901198347085033,9.73186628142205,2.791126566773014,.4202439078319135,1.258359862466674,.4982884912215019
92,3,4,.0237557224505122,1.986184773792959,10.44477225289668,1.233585636266904,10.11533668995543,.2506205877115468,1.556895470143745,9.419157745036717,1.986184773792959,10.44477225289668,1.233585636266904,10.11533668995543,3.007397811019498,.7043862101166586,1.883326435671564,.2506205877115468
93,3,4,.006125133350447,2.208144891371898,10.44477225289668,1.387156116230679,10.11533668995543,.7718921201638735,1.035623937691418,9.419157745036717,2.208144891371898,10.44477225289668,1.387156116230679,10.11533668995543,3.815542285118372,.5508157301528834,1.508445237635445,.7718921201638735
94,3,4,.0164140909401579,1.780320088175552,10.44477225289668,1.349871161410227,10.11533668995543,.4239223938792187,1.383593663976073,9.419157745036717,1.780320088175552,10.44477225289668,1.349871161410227,10.11533668995543,3.386055504719476,.5881006849733352,2.313830276301191,.4239223938792187
95,3,4,.0085430066777924,1.883023350063239,10.44477225289668,1.843302625242877,10.11533668995543,.3610809561006529,1.446435101754639,9.419157745036717,1.883023350063239,10.44477225289668,1.843302625242877,10.11533668995543,4.83808042079573,,2.08798819806767,.3610809561006529
96,3,5,.0073486382611394,1.650466941731724,10.88895166524665,1.391794665022921,9.683612965064384,.798463592100576,1.376257051412697,9.051953159378735,1.650466941731724,10.88895166524665,1.391794665022921,9.683612965064384,4.070040896641529,.9779009062516926,1.68974564842824,.798463592100576
97,3,5,.0037806186242593,1.842758680772929,10.88895166524665,2.349586025880064,9.683612965064384,.9452604324901561,1.229460211023117,9.051953159378735,1.842758680772929,10.88895166524665,2.349586025880064,9.683612965064384,5.189166052556786,.0201095453945499,1.394151901777572,.9452604324901561
98,3,5,.0286854731598255,1.29960583623973,10.88895166524665,1.710803040911163,9.683612965064384,.2028297403156266,1.971890903197647,9.051953159378735,1.29960583623973,10.88895166524665,1.710803040911163,9.683612965064384,2.454354624836637,.658892530363451,2.399928917510946,.2028297403156266
99,3,5,.0248816204574744,1.73230340760935,10.88895166524665,1.656902982009693,9.683612965064384,.2281668786069148,1.946553764906359,9.051953159378735,1.73230340760935,10.88895166524665,1.656902982009693,9.683612965064384,1.966859237277625,.7127925892649203,1.556969880110818,.2281668786069148
100,4,0,.0306866355195042,2.530436522088996,11.8334087194358,3.20171502808941,9.894246245922462,.0821341253490142,2.28028670277259,9.589356973469688,2.530436522088996,11.8334087194358,3.20171502808941,9.894246245922462,2.444885858698654,,1.844827732945856,.0821341253490142
101,4,0,.0131220530582272,2.75765120035826,11.8334087194358,2.893640088387877,9.894246245922462,.5533498520606612,1.809070976060943,9.589356973469688,2.75765120035826,11.8334087194358,2.893640088387877,9.894246245922462,2.807640158335976,.7111569869797637,1.469865977972451,.5533498520606612
102,4,0,.0027812809493646,2.385678563572358,11.8334087194358,2.644389022251591,9.894246245922462,.9486506340323151,1.413770194089289,9.589356973469688,2.385678563572358,11.8334087194358,2.644389022251591,9.894246245922462,5.498379013882115,.96040805311605,2.132177721693831,.9486506340323151
103,4,0,.0122355558568883,2.36703287153201,11.8334087194358,2.869448285245859,9.894246245922462,.4678386638601713,1.894582164261433,9.589356973469688,2.36703287153201,11.8334087194358,2.869448285245859,9.894246245922462,4.252560755692015,.7353487901217813,2.172306603655334,.4678386638601713
